"State","Year","Adults who Engage in No Leisure-time Exercise (%)"
"ME",2016,20.8
"LA",2016,20.8
"IA",2016,20.8
"HI",2016,20.8
"WY",2021,20.8
"ND",2021,20.8
"NV",2021,20.8
"IN",2021,20.8
"NJ",2021,20.8
"GA",2021,20.8
"SC",2021,20.8
"MI",2021,20.8
"MD",2021,20.8
"AL",2021,20.8
"AZ",2022,20.8
"CT",2022,20.8
"FL",2022,20.8
"ID",2022,20.8
"KS",2022,20.8
"MA",2022,20.8
"RI",2022,20.8
"VA",2018,20.9
"PA",2018,20.9
"DE",2018,20.9
"KY",2018,20.9
"MS",2018,20.9
"NH",2011,20.9
"SC",2018,20.9
"WY",2018,20.9
"ID",2018,20.9
"HI",2020,20.9
"VA",2020,20.9
"MO",2020,20.9
"WI",2020,20.9
"WA",2020,20.9
"MT",2020,20.9
"KS",2020,20.9
"IL",2017,20.9
"CT",2017,20.9
"UT",2017,20.9
"RI",2014,20.9
"NM",2015,20.9
"NV",2015,20.9
"KY",2012,20.9
"HI",2012,20.9
"NH",2011,20.9
"UT",2015,20.9
"OH",2012,20.9
"SD",2013,20.9
"NH",2019,20.9
"NV",2019,20.9
"MD",2019,20.9
"VA",2019,20.9
"CT",2011,20.9
"SD",2019,20.9
"UT",2013,20.9
"ME",2012,20.9
"NV",2011,20.9
"ID",2014,20.9
"ME",2015,20.9
"ME",2012,20.9
"MT",2013,20.9
"VA",2012,20.9
"OR",2015,20.9
"MA",2013,20.9
"WA",2015,20.9
"NC",2015,20.9
"LA",2013,20.9
"NH",2011,20.9
"AR",2015,20.9
"ME",2012,20.9
"NM",2012,20.9
"WI",2013,20.9
"WI",2014,20.9
"KS",2014,20.9
"ND",2014,20.9
"WV",2014,20.9
"WA",2015,20.9
"WA",2015,20.9
"MI",2013,20.9
"PA",2016,20.9
"LA",2016,20.9
"MO",2016,20.9
"VA",2021,20.9
"NY",2021,20.9
"OH",2021,20.9
"AR",2021,20.9
"UT",2021,20.9
"LA",2021,20.9
"VA",2021,20.9
"NY",2021,20.9
"NE",2021,20.9
"CO",2022,20.9
"KS",2022,20.9
"NE",2022,20.9
"OH",2022,20.9
"OK",2022,20.9
"TX",2022,20.9
"VA",2022,20.9
"VA",2018,21
"NV",2018,21
"KS",2016,21
"CA",2018,21
"NY",2018,21
"ND",2018,21
"VT",2013,21
"UT",2020,21
"HI",2020,21
"MI",2020,21
"MD",2020,21
"KS",2020,21
"NJ",2020,21
"IL",2017,21
"WV",2012,21
"NY",2014,21
"RI",2015,21
"MO",2013,21
"NH",2019,21
"DE",2019,21
"ID",2019,21
"NH",2019,21
"IA",2015,21
"VT",2011,21
"NM",2014,21
"MD",2012,21
"CA",2013,21
"AL",2015,21
"MA",2011,21
"OR",2014,21
"NH",2015,21
"NE",2012,21
"SD",2011,21
"AK",2014,21
"TX",2016,21
"PA",2016,21
"SC",2016,21
"VA",2016,21
"OR",2022,21
"NH",2021,21
"CT",2022,21
"MN",2022,21
"MT",2022,21
"NY",2022,21
"OK",2022,21
"SC",2022,21
"TX",2022,21
"WI",2022,21
"NY",2018,21.1
"NY",2018,21.1
"PA",2018,21.1
"DE",2018,21.1
"AZ",2018,21.1
"KS",2018,21.1
"MN",2018,21.1
"WY",2018,21.1
"NH",2018,21.1
"TN",2020,21.1
"NV",2020,21.1
"CO",2020,21.1
"CA",2020,21.1
"KY",2020,21.1
"RI",2020,21.1
"TX",2020,21.1
"WY",2020,21.1
"NM",2020,21.1
"CA",2017,21.1
"KY",2017,21.1
"CO",2017,21.1
"ME",2017,21.1
"UT",2017,21.1
"SD",2015,21.1
"WI",2015,21.1
"SD",2012,21.1
"CA",2012,21.1
"SC",2012,21.1
"WY",2013,21.1
"SC",2014,21.1
"MA",2012,21.1
"IN",2017,21.1
"AL",2017,21.1
"MT",2017,21.1
"AK",2017,21.1
"ID",2013,21.1
"WA",2017,21.1
"MS",2017,21.1
"MT",2019,21.1
"MD",2019,21.1
"AR",2019,21.1
"KS",2019,21.1
"AZ",2012,21.1
"MT",2019,21.1
"TN",2019,21.1
"TX",2019,21.1
"IL",2012,21.1
"MA",2014,21.1
"MN",2015,21.1
"NY",2014,21.1
"MA",2014,21.1
"UT",2012,21.1
"VA",2014,21.1
"FL",2011,21.1
"TX",2012,21.1
"MN",2011,21.1
"UT",2013,21.1
"NM",2014,21.1
"SC",2012,21.1
"WA",2011,21.1
"NH",2011,21.1
"AK",2011,21.1
"NH",2013,21.1
"WY",2012,21.1
"WY",2011,21.1
"NJ",2012,21.1
"VT",2013,21.1
"NH",2015,21.1
"MA",2013,21.1
"OR",2012,21.1
"MA",2012,21.1
"RI",2016,21.1
"ID",2016,21.1
"MT",2016,21.1
"AL",2016,21.1
"KS",2016,21.1
"NC",2016,21.1
"MT",2021,21.1
"MT",2021,21.1
"IN",2021,21.1
"SC",2021,21.1
"MA",2021,21.1
"OK",2021,21.1
"NY",2021,21.1
"AK",2022,21.1
"ID",2022,21.1
"IL",2022,21.1
"MT",2022,21.1
"NC",2022,21.1
"CO",2018,21.2
"MN",2018,21.2
"ME",2018,21.2
"WA",2018,21.2
"ME",2018,21.2
"WA",2016,21.2
"OH",2020,21.2
"SD",2020,21.2
"CA",2020,21.2
"PA",2020,21.2
"IN",2020,21.2
"CT",2020,21.2
"NJ",2020,21.2
"MI",2020,21.2
"NH",2020,21.2
"AZ",2017,21.2
"MD",2017,21.2
"AZ",2017,21.2
"OR",2014,21.2
"LA",2015,21.2
"IL",2015,21.2
"HI",2013,21.2
"CT",2015,21.2
"AZ",2014,21.2
"UT",2017,21.2
"TX",2017,21.2
"PA",2012,21.2
"ND",2014,21.2
"HI",2011,21.2
"MI",2015,21.2
"AK",2015,21.2
"MD",2019,21.2
"MI",2019,21.2
"WI",2014,21.2
"AK",2019,21.2
"IA",2012,21.2
"SC",2012,21.2
"HI",2012,21.2
"NM",2011,21.2
"SC",2019,21.2
"VT",2014,21.2
"SD",2013,21.2
"IA",2014,21.2
"NC",2014,21.2
"HI",2011,21.2
"UT",2014,21.2
"WI",2014,21.2
"PA",2012,21.2
"SD",2014,21.2
"ID",2011,21.2
"HI",2013,21.2
"GA",2011,21.2
"NE",2014,21.2
"ND",2012,21.2
"WI",2012,21.2
"NV",2013,21.2
"ID",2015,21.2
"AK",2015,21.2
"HI",2011,21.2
"KS",2012,21.2
"AK",2011,21.2
"MI",2012,21.2
"GA",2014,21.2
"OH",2015,21.2
"NC",2016,21.2
"AK",2016,21.2
"AK",2016,21.2
"AK",2016,21.2
"NE",2016,21.2
"IA",2021,21.2
"MT",2021,21.2
"MA",2021,21.2
"ID",2021,21.2
"SC",2021,21.2
"MA",2021,21.2
"VA",2021,21.2
"AL",2022,21.2
"AZ",2022,21.2
"CA",2022,21.2
"MA",2022,21.2
"MD",2022,21.2
"ME",2022,21.2
"MI",2022,21.2
"NY",2022,21.2
"NY",2022,21.2
"NM",2018,21.3
"IL",2018,21.3
"MN",2018,21.3
"UT",2018,21.3
"AK",2020,21.3
"TN",2020,21.3
"WA",2020,21.3
"MI",2020,21.3
"ME",2020,21.3
"ME",2020,21.3
"HI",2020,21.3
"CO",2020,21.3
"IL",2017,21.3
"NE",2013,21.3
"ND",2013,21.3
"AL",2014,21.3
"NV",2013,21.3
"IL",2012,21.3
"WV",2012,21.3
"VT",2017,21.3
"HI",2013,21.3
"AK",2017,21.3
"NE",2014,21.3
"MO",2014,21.3
"AZ",2012,21.3
"AZ",2019,21.3
"VA",2019,21.3
"WV",2019,21.3
"NV",2015,21.3
"NV",2019,21.3
"NM",2019,21.3
"AL",2012,21.3
"NH",2014,21.3
"ND",2014,21.3
"MT",2012,21.3
"SC",2012,21.3
"IL",2011,21.3
"AZ",2013,21.3
"NV",2015,21.3
"NV",2012,21.3
"HI",2011,21.3
"MN",2015,21.3
"VA",2014,21.3
"OH",2014,21.3
"RI",2012,21.3
"CA",2011,21.3
"IL",2012,21.3
"GA",2012,21.3
"AK",2015,21.3
"NE",2015,21.3
"CO",2015,21.3
"NV",2016,21.3
"CT",2016,21.3
"MA",2016,21.3
"MD",2016,21.3
"OK",2016,21.3
"HI",2016,21.3
"CA",2016,21.3
"IA",2021,21.3
"DE",2021,21.3
"IA",2021,21.3
"NJ",2021,21.3
"OK",2021,21.3
"CA",2022,21.3
"DE",2022,21.3
"HI",2022,21.3
"HI",2022,21.3
"IN",2022,21.3
"KS",2022,21.3
"MA",2022,21.3
"MI",2022,21.3
"NC",2022,21.3
"NH",2022,21.3
"NM",2022,21.3
"SC",2022,21.3
"WY",2022,21.3
"MI",2018,21.4
"OR",2018,21.4
"OR",2018,21.4
"AL",2016,21.4
"CA",2018,21.4
"AZ",2018,21.4
"NE",2020,21.4
"PA",2020,21.4
"TX",2020,21.4
"NJ",2020,21.4
"GA",2020,21.4
"ND",2020,21.4
"NC",2020,21.4
"WI",2017,21.4
"MI",2011,21.4
"MS",2014,21.4
"WY",2012,21.4
"CA",2011,21.4
"WI",2015,21.4
"MN",2014,21.4
"OR",2017,21.4
"AZ",2012,21.4
"CA",2014,21.4
"ND",2012,21.4
"IL",2019,21.4
"MN",2011,21.4
"UT",2015,21.4
"HI",2015,21.4
"AZ",2012,21.4
"MA",2019,21.4
"CO",2015,21.4
"HI",2019,21.4
"WY",2019,21.4
"NV",2019,21.4
"NH",2012,21.4
"WI",2013,21.4
"CA",2013,21.4
"PA",2012,21.4
"MI",2014,21.4
"AL",2012,21.4
"CT",2015,21.4
"KS",2014,21.4
"SD",2015,21.4
"MD",2014,21.4
"ID",2011,21.4
"NE",2014,21.4
"CO",2014,21.4
"ME",2015,21.4
"AZ",2013,21.4
"CT",2016,21.4
"MS",2016,21.4
"IN",2016,21.4
"MD",2016,21.4
"AK",2016,21.4
"WY",2016,21.4
"ID",2016,21.4
"AK",2016,21.4
"VA",2016,21.4
"ND",2016,21.4
"ND",2016,21.4
"CT",2021,21.4
"MD",2021,21.4
"CO",2021,21.4
"RI",2021,21.4
"MA",2021,21.4
"LA",2021,21.4
"HI",2021,21.4
"IN",2022,21.4
"MT",2022,21.4
"PA",2022,21.4
"VT",2022,21.4
"MI",2016,21.5
"CO",2016,21.5
"NH",2018,21.5
"MI",2018,21.5
"MI",2018,21.5
"AZ",2018,21.5
"DE",2020,21.5
"CO",2020,21.5
"MA",2020,21.5
"NE",2020,21.5
"AK",2020,21.5
"TX",2020,21.5
"ME",2020,21.5
"MD",2012,21.5
"CA",2011,21.5
"CT",2015,21.5
"TN",2011,21.5
"CT",2012,21.5
"MI",2012,21.5
"MT",2013,21.5
"GA",2012,21.5
"VT",2017,21.5
"AL",2017,21.5
"ID",2013,21.5
"VA",2017,21.5
"SD",2015,21.5
"AL",2012,21.5
"OK",2019,21.5
"CT",2013,21.5
"OR",2019,21.5
"ME",2011,21.5
"MI",2019,21.5
"HI",2012,21.5
"NE",2012,21.5
"NH",2019,21.5
"IL",2011,21.5
"MT",2019,21.5
"TX",2011,21.5
"ME",2014,21.5
"NM",2015,21.5
"NM",2011,21.5
"CA",2012,21.5
"SD",2012,21.5
"AK",2012,21.5
"MN",2012,21.5
"IN",2014,21.5
"MT",2014,21.5
"IA",2012,21.5
"MA",2013,21.5
"UT",2013,21.5
"MN",2013,21.5
"ND",2014,21.5
"CT",2014,21.5
"PA",2013,21.5
"MD",2016,21.5
"IL",2016,21.5
"AZ",2016,21.5
"PA",2021,21.5
"NV",2021,21.5
"PA",2021,21.5
"AK",2021,21.5
"IA",2021,21.5
"CT",2021,21.5
"WV",2021,21.5
"SD",2021,21.5
"NH",2021,21.5
"AK",2022,21.5
"ID",2022,21.5
"MD",2022,21.5
"NJ",2022,21.5
"UT",2022,21.5
"WY",2022,21.5
"ND",2016,21.6
"KS",2018,21.6
"SC",2018,21.6
"ND",2018,21.6
"AK",2018,21.6
"ND",2018,21.6
"NV",2018,21.6
"HI",2018,21.6
"CO",2020,21.6
"NV",2020,21.6
"LA",2020,21.6
"ID",2020,21.6
"TX",2020,21.6
"CT",2017,21.6
"VT",2017,21.6
"VT",2017,21.6
"MD",2017,21.6
"ID",2017,21.6
"NJ",2017,21.6
"VT",2017,21.6
"IA",2014,21.6
"FL",2011,21.6
"MT",2015,21.6
"ME",2015,21.6
"NE",2012,21.6
"CA",2013,21.6
"NY",2012,21.6
"MT",2015,21.6
"WY",2014,21.6
"WA",2013,21.6
"MO",2012,21.6
"VT",2017,21.6
"AZ",2014,21.6
"NE",2019,21.6
"CT",2019,21.6
"AK",2019,21.6
"WY",2014,21.6
"CA",2015,21.6
"NC",2011,21.6
"MI",2012,21.6
"HI",2019,21.6
"PA",2014,21.6
"MD",2019,21.6
"WA",2014,21.6
"ID",2013,21.6
"MN",2019,21.6
"MO",2013,21.6
"OR",2013,21.6
"AL",2013,21.6
"WI",2015,21.6
"WI",2014,21.6
"GA",2015,21.6
"OR",2015,21.6
"VA",2013,21.6
"CA",2014,21.6
"IA",2013,21.6
"HI",2015,21.6
"LA",2013,21.6
"NM",2012,21.6
"UT",2015,21.6
"WA",2011,21.6
"VT",2013,21.6
"NC",2011,21.6
"WA",2011,21.6
"NV",2012,21.6
"MD",2012,21.6
"CA",2012,21.6
"PA",2016,21.6
"LA",2016,21.6
"MT",2016,21.6
"AZ",2021,21.6
"LA",2021,21.6
"ME",2021,21.6
"NJ",2021,21.6
"WV",2021,21.6
"PA",2021,21.6
"RI",2021,21.6
"FL",2022,21.6
"IA",2022,21.6
"KS",2022,21.6
"ND",2022,21.6
"ME",2020,21.7
"WI",2018,21.7
"NE",2018,21.7
"WY",2018,21.7
"KS",2018,21.7
"PA",2018,21.7
"NM",2018,21.7
"ND",2018,21.7
"ND",2018,21.7
"ME",2018,21.7
"UT",2018,21.7
"CO",2018,21.7
"HI",2020,21.7
"IN",2020,21.7
"WA",2020,21.7
"AR",2020,21.7
"IL",2020,21.7
"OH",2020,21.7
"NM",2020,21.7
"TN",2020,21.7
"UT",2017,21.7
"ID",2017,21.7
"OH",2014,21.7
"NH",2013,21.7
"AZ",2014,21.7
"MO",2012,21.7
"MT",2014,21.7
"TX",2012,21.7
"AK",2013,21.7
"AZ",2011,21.7
"WY",2012,21.7
"VA",2011,21.7
"MN",2011,21.7
"NY",2012,21.7
"IA",2012,21.7
"CO",2019,21.7
"IL",2014,21.7
"SD",2013,21.7
"HI",2019,21.7
"CA",2019,21.7
"DE",2014,21.7
"CA",2014,21.7
"MD",2019,21.7
"AK",2019,21.7
"MT",2012,21.7
"NH",2019,21.7
"GA",2012,21.7
"GA",2013,21.7
"VT",2019,21.7
"NV",2012,21.7
"ND",2015,21.7
"NY",2012,21.7
"ME",2011,21.7
"OR",2015,21.7
"IA",2015,21.7
"AK",2014,21.7
"NJ",2012,21.7
"CA",2011,21.7
"MI",2015,21.7
"RI",2014,21.7
"MA",2011,21.7
"IN",2022,21.7
"MA",2016,21.7
"WI",2016,21.7
"IA",2016,21.7
"MI",2021,21.7
"KS",2021,21.7
"MD",2021,21.7
"WI",2021,21.7
"NV",2021,21.7
"IA",2022,21.7
"NC",2022,21.7
"NC",2022,21.7
"RI",2022,21.7
"RI",2022,21.7
"TX",2022,21.7
"WA",2022,21.7
"KS",2018,21.8
"AL",2018,21.8
"WI",2018,21.8
"MA",2018,21.8
"MN",2018,21.8
"DE",2018,21.8
"CO",2020,21.8
"MO",2020,21.8
"AK",2020,21.8
"KY",2016,21.8
"OH",2020,21.8
"WY",2020,21.8
"AK",2020,21.8
"GA",2020,21.8
"NE",2020,21.8
"NH",2020,21.8
"CA",2017,21.8
"MS",2017,21.8
"NM",2015,21.8
"WA",2011,21.8
"NM",2012,21.8
"CA",2015,21.8
"IL",2012,21.8
"AK",2012,21.8
"NC",2013,21.8
"NC",2014,21.8
"NC",2011,21.8
"KY",2017,21.8
"MN",2015,21.8
"CA",2017,21.8
"NE",2017,21.8
"AK",2015,21.8
"NJ",2014,21.8
"MN",2019,21.8
"MO",2014,21.8
"CA",2013,21.8
"PA",2019,21.8
"NH",2019,21.8
"NM",2012,21.8
"NJ",2015,21.8
"TX",2014,21.8
"WA",2012,21.8
"KY",2014,21.8
"ND",2015,21.8
"NH",2013,21.8
"NH",2011,21.8
"AL",2015,21.8
"WA",2013,21.8
"NM",2011,21.8
"KS",2012,21.8
"IL",2011,21.8
"ID",2011,21.8
"MI",2012,21.8
"NH",2013,21.8
"ID",2015,21.8
"NC",2014,21.8
"NC",2012,21.8
"HI",2011,21.8
"FL",2014,21.8
"VA",2015,21.8
"RI",2015,21.8
"SD",2011,21.8
"HI",2013,21.8
"MO",2016,21.8
"TX",2016,21.8
"OH",2016,21.8
"MI",2016,21.8
"WV",2016,21.8
"NM",2016,21.8
"ME",2016,21.8
"CA",2021,21.8
"SC",2021,21.8
"GA",2021,21.8
"CT",2021,21.8
"MN",2021,21.8
"IA",2021,21.8
"GA",2021,21.8
"CO",2021,21.8
"MD",2021,21.8
"ME",2022,21.8
"SD",2022,21.8
"UT",2022,21.8
"MI",2016,21.9
"CT",2018,21.9
"MD",2018,21.9
"RI",2018,21.9
"TX",2018,21.9
"OR",2018,21.9
"IA",2018,21.9
"KS",2018,21.9
"WV",2020,21.9
"VT",2016,21.9
"IN",2020,21.9
"SD",2020,21.9
"MD",2020,21.9
"IL",2020,21.9
"GA",2020,21.9
"CA",2020,21.9
"ID",2020,21.9
"IA",2017,21.9
"NH",2017,21.9
"VT",2012,21.9
"WI",2011,21.9
"TX",2014,21.9
"MA",2012,21.9
"RI",2012,21.9
"KS",2014,21.9
"WI",2015,21.9
"SD",2017,21.9
"OK",2017,21.9
"WI",2017,21.9
"AZ",2011,21.9
"NJ",2014,21.9
"MO",2014,21.9
"WY",2014,21.9
"FL",2019,21.9
"AZ",2019,21.9
"MA",2014,21.9
"OR",2019,21.9
"OK",2014,21.9
"ND",2011,21.9
"CT",2014,21.9
"MN",2011,21.9
"IL",2015,21.9
"NH",2012,21.9
"RI",2012,21.9
"VT",2015,21.9
"WV",2013,21.9
"NM",2013,21.9
"MA",2011,21.9
"OR",2012,21.9
"SD",2013,21.9
"CT",2015,21.9
"AK",2013,21.9
"AK",2013,21.9
"MT",2012,21.9
"VA",2014,21.9
"MO",2012,21.9
"ID",2013,21.9
"SD",2015,21.9
"WI",2011,21.9
"SD",2016,21.9
"VA",2016,21.9
"NY",2016,21.9
"AZ",2016,21.9
"TX",2016,21.9
"WY",2016,21.9
"NH",2021,21.9
"OH",2021,21.9
"OR",2021,21.9
"RI",2021,21.9
"VT",2021,21.9
"AK",2022,21.9
"CA",2022,21.9
"IA",2022,21.9
"MD",2022,21.9
"ME",2022,21.9
"PA",2022,21.9
"PA",2022,21.9
"TX",2022,21.9
"WI",2022,21.9
"MD",2020,22
"VA",2018,22
"OH",2018,22
"FL",2018,22
"NM",2018,22
"IL",2016,22
"ID",2018,22
"CO",2018,22
"IN",2020,22
"WI",2020,22
"VA",2020,22
"SD",2016,22
"KS",2020,22
"NC",2020,22
"CO",2017,22
"MI",2013,22
"CO",2017,22
"CO",2017,22
"SD",2015,22
"WA",2011,22
"DE",2014,22
"FL",2017,22
"MS",2017,22
"AZ",2017,22
"MD",2015,22
"NH",2019,22
"OR",2019,22
"SD",2019,22
"WA",2011,22
"NH",2013,22
"SC",2011,22
"MI",2015,22
"WA",2013,22
"AK",2015,22
"MT",2012,22
"SD",2015,22
"CT",2014,22
"NH",2011,22
"IA",2014,22
"ME",2012,22
"DE",2014,22
"OH",2014,22
"CT",2013,22
"NM",2013,22
"WA",2015,22
"IN",2012,22
"WV",2014,22
"DE",2015,22
"NV",2013,22
"AK",2011,22
"NJ",2016,22
"OR",2016,22
"WI",2016,22
"WY",2016,22
"KS",2016,22
"MI",2016,22
"NV",2016,22
"IA",2016,22
"OR",2021,22
"NE",2021,22
"SD",2021,22
"WI",2021,22
"OR",2022,22
"CA",2021,22
"MI",2021,22
"VT",2021,22
"KY",2021,22
"MN",2021,22
"AK",2022,22
"CT",2022,22
"GA",2022,22
"KY",2022,22
"MA",2022,22
"ME",2022,22
"ND",2022,22
"NE",2022,22
"NV",2022,22
"SC",2022,22
"MO",2016,22.1
"NY",2016,22.1
"MD",2018,22.1
"RI",2018,22.1
"AK",2018,22.1
"SD",2018,22.1
"AZ",2016,22.1
"MO",2018,22.1
"RI",2018,22.1
"IL",2018,22.1
"AZ",2018,22.1
"NJ",2020,22.1
"MO",2020,22.1
"FL",2020,22.1
"AZ",2020,22.1
"MO",2020,22.1
"IA",2020,22.1
"IA",2020,22.1
"SD",2020,22.1
"PA",2014,22.1
"CA",2017,22.1
"OR",2017,22.1
"CA",2017,22.1
"GA",2017,22.1
"NM",2017,22.1
"ID",2015,22.1
"AR",2013,22.1
"CT",2012,22.1
"MI",2013,22.1
"NC",2012,22.1
"MA",2011,22.1
"WA",2011,22.1
"IA",2011,22.1
"MN",2017,22.1
"CO",2015,22.1
"MA",2017,22.1
"VT",2017,22.1
"FL",2014,22.1
"SC",2019,22.1
"OR",2019,22.1
"NC",2019,22.1
"WA",2019,22.1
"ID",2019,22.1
"NV",2014,22.1
"HI",2013,22.1
"CA",2013,22.1
"PA",2014,22.1
"ID",2019,22.1
"KS",2019,22.1
"AK",2019,22.1
"SC",2014,22.1
"NM",2019,22.1
"CA",2019,22.1
"SC",2019,22.1
"HI",2019,22.1
"NM",2011,22.1
"MD",2015,22.1
"WY",2014,22.1
"MS",2013,22.1
"SD",2015,22.1
"MN",2011,22.1
"MI",2011,22.1
"AZ",2013,22.1
"NJ",2014,22.1
"IL",2014,22.1
"NM",2015,22.1
"MA",2011,22.1
"VT",2011,22.1
"MD",2015,22.1
"MI",2013,22.1
"NC",2012,22.1
"NH",2014,22.1
"VT",2011,22.1
"AL",2016,22.1
"HI",2016,22.1
"WY",2016,22.1
"KS",2016,22.1
"PA",2016,22.1
"IL",2021,22.1
"NJ",2021,22.1
"DE",2022,22.1
"KS",2022,22.1
"MN",2022,22.1
"ND",2022,22.1
"VT",2022,22.1
"TX",2018,22.2
"NE",2018,22.2
"NC",2018,22.2
"WV",2018,22.2
"ID",2016,22.2
"OH",2018,22.2
"NM",2018,22.2
"WA",2018,22.2
"IA",2018,22.2
"IL",2018,22.2
"AL",2018,22.2
"NY",2018,22.2
"LA",2020,22.2
"WI",2020,22.2
"NE",2020,22.2
"IN",2020,22.2
"ME",2020,22.2
"VT",2017,22.2
"IL",2017,22.2
"UT",2017,22.2
"CT",2017,22.2
"MT",2015,22.2
"TN",2013,22.2
"VT",2015,22.2
"VT",2015,22.2
"AZ",2011,22.2
"CA",2012,22.2
"NC",2012,22.2
"UT",2014,22.2
"OK",2013,22.2
"NM",2017,22.2
"IL",2014,22.2
"UT",2014,22.2
"KY",2012,22.2
"MT",2013,22.2
"AK",2019,22.2
"WI",2019,22.2
"AZ",2019,22.2
"TX",2019,22.2
"NM",2019,22.2
"VA",2019,22.2
"UT",2019,22.2
"NJ",2012,22.2
"ME",2015,22.2
"MT",2015,22.2
"ID",2011,22.2
"MN",2014,22.2
"NH",2015,22.2
"WV",2014,22.2
"WI",2012,22.2
"VT",2015,22.2
"VT",2015,22.2
"NJ",2012,22.2
"SD",2014,22.2
"WA",2011,22.2
"DE",2013,22.2
"NY",2014,22.2
"MI",2011,22.2
"AL",2013,22.2
"NM",2012,22.2
"IA",2012,22.2
"IN",2016,22.2
"ND",2016,22.2
"CO",2016,22.2
"VA",2016,22.2
"SD",2016,22.2
"VA",2021,22.2
"WA",2021,22.2
"MD",2021,22.2
"NV",2021,22.2
"WI",2021,22.2
"DE",2022,22.2
"FL",2022,22.2
"ME",2022,22.2
"MI",2022,22.2
"ND",2022,22.2
"NH",2022,22.2
"NY",2022,22.2
"OH",2022,22.2
"SD",2022,22.2
"WY",2022,22.2
"VT",2018,22.3
"NM",2018,22.3
"MA",2018,22.3
"NY",2018,22.3
"CO",2018,22.3
"CA",2018,22.3
"OH",2018,22.3
"SD",2018,22.3
"WY",2018,22.3
"WI",2011,22.3
"ND",2018,22.3
"IA",2018,22.3
"NC",2020,22.3
"WY",2020,22.3
"KS",2020,22.3
"MI",2020,22.3
"CA",2020,22.3
"AL",2020,22.3
"OH",2017,22.3
"NE",2017,22.3
"NC",2017,22.3
"IL",2017,22.3
"NH",2012,22.3
"WA",2015,22.3
"NH",2015,22.3
"SD",2014,22.3
"CO",2015,22.3
"TN",2014,22.3
"ID",2015,22.3
"WI",2017,22.3
"MA",2013,22.3
"NH",2017,22.3
"IL",2019,22.3
"AL",2014,22.3
"AZ",2012,22.3
"SD",2019,22.3
"NY",2019,22.3
"MN",2015,22.3
"MI",2015,22.3
"NY",2013,22.3
"IA",2011,22.3
"MD",2012,22.3
"NV",2012,22.3
"UT",2014,22.3
"NC",2014,22.3
"AK",2013,22.3
"UT",2013,22.3
"PA",2015,22.3
"CA",2015,22.3
"HI",2015,22.3
"UT",2011,22.3
"FL",2014,22.3
"MT",2013,22.3
"MA",2011,22.3
"MN",2011,22.3
"CA",2016,22.3
"IN",2016,22.3
"MD",2016,22.3
"KS",2016,22.3
"ME",2016,22.3
"RI",2021,22.3
"CA",2021,22.3
"MT",2021,22.3
"AK",2021,22.3
"WY",2021,22.3
"TN",2021,22.3
"ND",2021,22.3
"DE",2021,22.3
"DE",2021,22.3
"NC",2021,22.3
"CA",2022,22.3
"DE",2022,22.3
"NJ",2022,22.3
"SC",2022,22.3
"SD",2020,22.4
"WY",2018,22.4
"CT",2018,22.4
"VA",2018,22.4
"MA",2018,22.4
"UT",2018,22.4
"ME",2018,22.4
"NC",2018,22.4
"WI",2020,22.4
"WY",2020,22.4
"WY",2020,22.4
"CT",2020,22.4
"NV",2020,22.4
"MS",2020,22.4
"ME",2020,22.4
"AR",2020,22.4
"AZ",2020,22.4
"MI",2020,22.4
"OR",2017,22.4
"ND",2017,22.4
"WI",2017,22.4
"ID",2017,22.4
"CT",2011,22.4
"OH",2015,22.4
"CO",2013,22.4
"TN",2012,22.4
"KS",2013,22.4
"NJ",2012,22.4
"WY",2011,22.4
"AK",2012,22.4
"NH",2013,22.4
"GA",2014,22.4
"MD",2014,22.4
"NV",2017,22.4
"NH",2013,22.4
"HI",2014,22.4
"CT",2017,22.4
"PA",2012,22.4
"CA",2017,22.4
"IL",2017,22.4
"RI",2011,22.4
"MT",2012,22.4
"CT",2019,22.4
"TN",2012,22.4
"IA",2019,22.4
"CA",2019,22.4
"AL",2019,22.4
"SD",2013,22.4
"HI",2012,22.4
"MT",2015,22.4
"CT",2019,22.4
"SD",2015,22.4
"WY",2011,22.4
"WA",2012,22.4
"UT",2011,22.4
"MN",2012,22.4
"MI",2014,22.4
"CO",2011,22.4
"LA",2015,22.4
"SD",2012,22.4
"LA",2011,22.4
"MI",2013,22.4
"VA",2013,22.4
"FL",2012,22.4
"NE",2013,22.4
"NE",2016,22.4
"PA",2016,22.4
"OR",2016,22.4
"WI",2016,22.4
"KY",2016,22.4
"ME",2016,22.4
"NH",2016,22.4
"DE",2016,22.4
"CA",2016,22.4
"DE",2016,22.4
"ID",2021,22.4
"SC",2021,22.4
"ME",2021,22.4
"UT",2021,22.4
"VA",2021,22.4
"OH",2021,22.4
"AL",2021,22.4
"TX",2022,22.4
"ME",2022,22.4
"OK",2022,22.4
"TN",2022,22.4
"MT",2018,22.5
"MD",2018,22.5
"KS",2018,22.5
"HI",2018,22.5
"CO",2018,22.5
"NM",2018,22.5
"WA",2018,22.5
"NC",2018,22.5
"CA",2018,22.5
"TX",2018,22.5
"ME",2018,22.5
"AL",2020,22.5
"CT",2020,22.5
"OH",2020,22.5
"TN",2020,22.5
"NY",2020,22.5
"IA",2020,22.5
"ID",2017,22.5
"MO",2017,22.5
"WA",2017,22.5
"IN",2017,22.5
"MT",2012,22.5
"TN",2015,22.5
"DE",2012,22.5
"PA",2014,22.5
