"State","Year","Obese Adults (%)"
"SD",2013,28.7
"MO",2015,28.7
"NV",2015,28.7
"NY",2015,28.7
"OR",2014,28.7
"CA",2012,28.7
"WI",2013,28.7
"NC",2015,28.7
"NV",2014,28.7
"CT",2014,28.7
"LA",2011,28.7
"NE",2012,28.7
"WV",2012,28.7
"AR",2016,28.7
"SD",2016,28.7
"IN",2016,28.7
"NH",2016,28.7
"ME",2016,28.7
"IL",2016,28.7
"OR",2016,28.7
"KS",2016,28.7
"OR",2016,28.7
"ND",2016,28.7
"OR",2016,28.7
"ID",2016,28.7
"RI",2021,28.7
"GA",2021,28.7
"NJ",2021,28.7
"UT",2021,28.7
"NY",2021,28.7
"CA",2021,28.7
"AZ",2022,28.7
"NV",2022,28.7
"NJ",2018,28.8
"MD",2018,28.8
"KS",2018,28.8
"RI",2016,28.8
"OR",2016,28.8
"MA",2020,28.8
"AK",2020,28.8
"TX",2017,28.8
"AZ",2014,28.8
"VA",2017,28.8
"WY",2017,28.8
"TX",2017,28.8
"MI",2017,28.8
"NV",2017,28.8
"AK",2011,28.8
"CA",2012,28.8
"OR",2011,28.8
"CT",2012,28.8
"MN",2017,28.8
"ME",2014,28.8
"DE",2011,28.8
"OH",2012,28.8
"MT",2017,28.8
"SD",2013,28.8
"CO",2015,28.8
"AZ",2017,28.8
"CO",2013,28.8
"WI",2013,28.8
"MS",2014,28.8
"HI",2019,28.8
"MO",2019,28.8
"KS",2011,28.8
"NJ",2013,28.8
"VA",2013,28.8
"RI",2019,28.8
"UT",2019,28.8
"NM",2015,28.8
"MD",2013,28.8
"TN",2014,28.8
"WY",2014,28.8
"VA",2015,28.8
"OR",2014,28.8
"OH",2013,28.8
"TX",2015,28.8
"IL",2013,28.8
"RI",2013,28.8
"MS",2013,28.8
"AL",2011,28.8
"OH",2012,28.8
"ME",2011,28.8
"SC",2014,28.8
"NJ",2012,28.8
"MN",2015,28.8
"NV",2012,28.8
"UT",2016,28.8
"LA",2016,28.8
"WI",2016,28.8
"ID",2016,28.8
"NJ",2021,28.8
"WY",2021,28.8
"AK",2021,28.8
"WA",2021,28.8
"NJ",2021,28.8
"CT",2021,28.8
"CT",2022,28.8
"NJ",2022,28.8
"NM",2022,28.8
"NM",2022,28.8
"NM",2018,28.9
"IL",2018,28.9
"KS",2018,28.9
"MT",2018,28.9
"ID",2018,28.9
"NH",2018,28.9
"NJ",2018,28.9
"WA",2018,28.9
"MA",2020,28.9
"NV",2020,28.9
"MD",2020,28.9
"ID",2020,28.9
"MT",2020,28.9
"FL",2020,28.9
"NV",2020,28.9
"KY",2017,28.9
"NY",2017,28.9
"WY",2017,28.9
"IA",2017,28.9
"SD",2017,28.9
"DE",2017,28.9
"NV",2017,28.9
"MN",2011,28.9
"NY",2013,28.9
"WA",2011,28.9
"VT",2011,28.9
"VT",2014,28.9
"OR",2015,28.9
"NH",2015,28.9
"PA",2012,28.9
"MN",2012,28.9
"PA",2017,28.9
"NH",2017,28.9
"MN",2012,28.9
"IN",2017,28.9
"ID",2014,28.9
"ME",2013,28.9
"MI",2017,28.9
"MD",2017,28.9
"AL",2013,28.9
"FL",2019,28.9
"MA",2019,28.9
"NE",2019,28.9
"NY",2014,28.9
"RI",2012,28.9
"AL",2014,28.9
"OH",2012,28.9
"OK",2014,28.9
"ME",2019,28.9
"MA",2019,28.9
"UT",2019,28.9
"AR",2019,28.9
"AZ",2014,28.9
"NJ",2011,28.9
"WA",2013,28.9
"KS",2013,28.9
"RI",2013,28.9
"OR",2012,28.9
"NC",2014,28.9
"CT",2015,28.9
"NC",2015,28.9
"ID",2011,28.9
"NH",2014,28.9
"OR",2015,28.9
"WI",2015,28.9
"NV",2014,28.9
"GA",2014,28.9
"AL",2012,28.9
"NJ",2015,28.9
"SD",2013,28.9
"NH",2012,28.9
"DE",2011,28.9
"ME",2011,28.9
"IL",2012,28.9
"WY",2013,28.9
"MN",2011,28.9
"FL",2014,28.9
"WA",2012,28.9
"OR",2011,28.9
"RI",2011,28.9
"ID",2015,28.9
"IA",2014,28.9
"MD",2015,28.9
"VT",2012,28.9
"WI",2013,28.9
"DE",2016,28.9
"CA",2016,28.9
"KS",2016,28.9
"OK",2016,28.9
"MD",2016,28.9
"MA",2016,28.9
"MI",2016,28.9
"MA",2021,28.9
"SD",2021,28.9
"TN",2021,28.9
"AK",2022,28.9
"IL",2022,28.9
"NJ",2022,28.9
"NY",2018,29
"SC",2018,29
"WY",2018,29
"ID",2018,29
"TN",2018,29
"ME",2018,29
"MA",2018,29
"KY",2018,29
"NM",2020,29
"NH",2020,29
"HI",2020,29
"NH",2017,29
"RI",2017,29
"ID",2017,29
"MO",2017,29
"MA",2013,29
"OH",2015,29
"IL",2011,29
"ND",2011,29
"CT",2011,29
"MD",2013,29
"WA",2015,29
"ID",2011,29
"FL",2015,29
"MN",2017,29
"IL",2017,29
"WI",2013,29
"WY",2015,29
"NV",2013,29
"DE",2011,29
"OH",2014,29
"AL",2017,29
"HI",2017,29
"MD",2012,29
"ID",2015,29
"RI",2019,29
"NH",2014,29
"MD",2014,29
"ME",2011,29
"CA",2019,29
"KS",2012,29
"NM",2013,29
"OR",2019,29
"GA",2011,29
"ME",2019,29
"OR",2019,29
"OR",2019,29
"AL",2012,29
"ME",2013,29
"ID",2011,29
"SD",2014,29
"NJ",2015,29
"IA",2011,29
"ID",2012,29
"TX",2012,29
"AK",2015,29
"IA",2011,29
"CT",2015,29
"KS",2012,29
"IL",2011,29
"GA",2014,29
"MS",2011,29
"OR",2013,29
"ME",2015,29
"IL",2014,29
"ME",2014,29
"RI",2013,29
"MS",2012,29
"AZ",2022,29
"NC",2011,29
"VA",2016,29
"UT",2016,29
"AZ",2016,29
"VT",2021,29
"VT",2021,29
"CA",2022,29
"CO",2022,29
"WA",2022,29
"WA",2016,29.1
"UT",2018,29.1
"AK",2018,29.1
"AK",2020,29.1
"WY",2013,29.1
"PA",2020,29.1
"NE",2020,29.1
"UT",2020,29.1
"HI",2020,29.1
"NV",2017,29.1
"WI",2017,29.1
"PA",2017,29.1
"WY",2017,29.1
"MT",2017,29.1
"KS",2011,29.1
"LA",2015,29.1
"ND",2012,29.1
"NV",2011,29.1
"MI",2014,29.1
"ME",2015,29.1
"GA",2012,29.1
"NH",2017,29.1
"GA",2017,29.1
"WY",2012,29.1
"ME",2017,29.1
"NM",2017,29.1
"VT",2014,29.1
"DE",2019,29.1
"PA",2014,29.1
"AZ",2014,29.1
"CT",2019,29.1
"MO",2012,29.1
"CA",2019,29.1
"WA",2011,29.1
"MN",2019,29.1
"WA",2019,29.1
"ID",2019,29.1
"ME",2019,29.1
"ID",2019,29.1
"WV",2013,29.1
"AZ",2012,29.1
"ID",2019,29.1
"AZ",2014,29.1
"CT",2015,29.1
"PA",2012,29.1
"VT",2012,29.1
"NY",2013,29.1
"WY",2012,29.1
"NH",2011,29.1
"ME",2013,29.1
"IA",2011,29.1
"AK",2015,29.1
"NH",2012,29.1
"NC",2011,29.1
"VA",2014,29.1
"NJ",2014,29.1
"GA",2015,29.1
"AL",2015,29.1
"LA",2015,29.1
"VA",2013,29.1
"NH",2011,29.1
"KS",2011,29.1
"WA",2013,29.1
"IL",2011,29.1
"KY",2013,29.1
"FL",2015,29.1
"NJ",2013,29.1
"FL",2015,29.1
"IL",2011,29.1
"RI",2015,29.1
"OR",2014,29.1
"NM",2014,29.1
"MD",2012,29.1
"MO",2012,29.1
"MD",2016,29.1
"MT",2016,29.1
"NH",2016,29.1
"NH",2016,29.1
"NJ",2016,29.1
"NM",2016,29.1
"NV",2016,29.1
"CA",2021,29.1
"PA",2021,29.1
"NY",2021,29.1
"VT",2021,29.1
"FL",2022,29.1
"NJ",2022,29.1
"NJ",2016,29.2
"MN",2016,29.2
"ND",2018,29.2
"CO",2018,29.2
"VA",2018,29.2
"AK",2018,29.2
"OR",2018,29.2
"NJ",2018,29.2
"NV",2018,29.2
"SD",2018,29.2
"OK",2016,29.2
"ME",2018,29.2
"SD",2018,29.2
"MT",2018,29.2
"NM",2018,29.2
"IA",2018,29.2
"UT",2018,29.2
"TN",2018,29.2
"TX",2018,29.2
"KY",2016,29.2
"NJ",2020,29.2
"NJ",2020,29.2
"IL",2020,29.2
"CT",2020,29.2
"PA",2020,29.2
"NV",2017,29.2
"NC",2017,29.2
"ME",2017,29.2
"NE",2017,29.2
"MS",2011,29.2
"NM",2015,29.2
"ND",2011,29.2
"TN",2011,29.2
"SD",2013,29.2
"DE",2015,29.2
"UT",2014,29.2
"NM",2015,29.2
"AK",2011,29.2
"KY",2012,29.2
"WA",2017,29.2
"AZ",2012,29.2
"OR",2017,29.2
"NJ",2017,29.2
"AK",2013,29.2
"CT",2017,29.2
"VA",2017,29.2
"OH",2017,29.2
"GA",2012,29.2
"ID",2019,29.2
"MD",2012,29.2
"RI",2014,29.2
"IN",2013,29.2
"RI",2019,29.2
"FL",2019,29.2
"NE",2013,29.2
"NV",2019,29.2
"MD",2019,29.2
"WI",2012,29.2
"KY",2013,29.2
"HI",2019,29.2
"UT",2019,29.2
"NY",2019,29.2
"WY",2014,29.2
"VA",2015,29.2
"OH",2011,29.2
"CT",2012,29.2
"AR",2015,29.2
"TX",2012,29.2
"OH",2012,29.2
"AR",2012,29.2
"RI",2012,29.2
"NE",2011,29.2
"VA",2011,29.2
"NJ",2013,29.2
"VA",2015,29.2
"NE",2011,29.2
"UT",2014,29.2
"KY",2013,29.2
"GA",2013,29.2
"CT",2014,29.2
"PA",2015,29.2
"PA",2012,29.2
"VA",2011,29.2
"OR",2013,29.2
"NE",2012,29.2
"RI",2013,29.2
"ID",2014,29.2
"IA",2011,29.2
"MD",2015,29.2
"AR",2014,29.2
"MD",2016,29.2
"VA",2016,29.2
"MN",2016,29.2
"AK",2016,29.2
"IL",2021,29.2
"VT",2021,29.2
"HI",2021,29.2
"AZ",2021,29.2
"CT",2021,29.2
"RI",2022,29.2
"RI",2021,29.2
"CO",2022,29.2
"FL",2022,29.2
"ME",2022,29.2
"NY",2022,29.2
"LA",2018,29.3
"CA",2018,29.3
"OK",2018,29.3
"PA",2018,29.3
"NV",2016,29.3
"AK",2018,29.3
"VA",2018,29.3
"SC",2018,29.3
"AK",2018,29.3
"MO",2018,29.3
"ID",2018,29.3
"MA",2020,29.3
"MT",2020,29.3
"NY",2020,29.3
"AZ",2020,29.3
"KS",2020,29.3
"WA",2020,29.3
"WI",2020,29.3
"RI",2020,29.3
"ME",2017,29.3
"KS",2017,29.3
"KY",2017,29.3
"NJ",2017,29.3
"MD",2017,29.3
"ME",2017,29.3
"RI",2017,29.3
"GA",2017,29.3
"IA",2015,29.3
"RI",2015,29.3
"MD",2011,29.3
"NY",2015,29.3
"UT",2014,29.3
"AK",2015,29.3
"IL",2014,29.3
"VA",2015,29.3
"WA",2011,29.3
"GA",2011,29.3
"NM",2013,29.3
"NM",2013,29.3
"MS",2017,29.3
"IN",2017,29.3
"NE",2017,29.3
"KS",2017,29.3
"MN",2013,29.3
"ID",2017,29.3
"CT",2017,29.3
"OK",2012,29.3
"SD",2015,29.3
"CO",2019,29.3
"VA",2019,29.3
"WY",2011,29.3
"WA",2011,29.3
"WA",2019,29.3
"WY",2019,29.3
"UT",2019,29.3
"AK",2019,29.3
"AK",2019,29.3
"PA",2014,29.3
"MN",2014,29.3
"WI",2015,29.3
"VT",2013,29.3
"AK",2014,29.3
"IN",2012,29.3
"ND",2013,29.3
"SD",2012,29.3
"NH",2011,29.3
"VA",2014,29.3
"MN",2015,29.3
"IA",2012,29.3
"TN",2012,29.3
"SC",2014,29.3
"AK",2014,29.3
"MS",2014,29.3
"PA",2012,29.3
"AK",2011,29.3
"VA",2014,29.3
"DE",2013,29.3
"HI",2013,29.3
"WI",2011,29.3
"AK",2013,29.3
"WY",2013,29.3
"CA",2022,29.3
"AR",2011,29.3
"MN",2011,29.3
"SD",2016,29.3
"DE",2016,29.3
"WY",2016,29.3
"AK",2016,29.3
"CA",2016,29.3
"DE",2016,29.3
"MD",2016,29.3
"LA",2016,29.3
"NV",2016,29.3
"SC",2016,29.3
"AR",2016,29.3
"PA",2016,29.3
"WA",2021,29.3
"IN",2022,29.3
"NE",2022,29.3
"PA",2022,29.3
"SD",2022,29.3
"MO",2020,29.4
"NC",2018,29.4
"MA",2018,29.4
"HI",2018,29.4
"VA",2018,29.4
"AZ",2018,29.4
"OH",2018,29.4
"CO",2018,29.4
"MA",2018,29.4
"WA",2018,29.4
"WA",2018,29.4
"AL",2018,29.4
"AZ",2018,29.4
"OK",2018,29.4
"PA",2020,29.4
"OR",2020,29.4
"VA",2016,29.4
"NV",2020,29.4
"OR",2017,29.4
"OH",2017,29.4
"NM",2017,29.4
"ND",2014,29.4
"WI",2013,29.4
"KS",2013,29.4
"OR",2014,29.4
"UT",2014,29.4
"OK",2011,29.4
"PA",2014,29.4
"NM",2013,29.4
"VA",2012,29.4
"MD",2017,29.4
"OR",2013,29.4
"DE",2015,29.4
"WA",2015,29.4
"NJ",2014,29.4
"IL",2017,29.4
"DE",2014,29.4
"NM",2011,29.4
"DE",2012,29.4
"NY",2019,29.4
"MA",2019,29.4
"MS",2014,29.4
"NJ",2011,29.4
"NV",2015,29.4
"IL",2015,29.4
"VA",2019,29.4
"NC",2013,29.4
"VT",2019,29.4
"PA",2019,29.4
"NY",2019,29.4
"MT",2019,29.4
"MO",2011,29.4
"UT",2015,29.4
"MA",2011,29.4
"NV",2013,29.4
"TN",2011,29.4
"MA",2013,29.4
"NM",2014,29.4
"MD",2013,29.4
"WY",2014,29.4
"PA",2012,29.4
"IA",2013,29.4
"KS",2013,29.4
"AK",2012,29.4
"NH",2013,29.4
"MI",2014,29.4
"FL",2013,29.4
"NE",2012,29.4
"MO",2014,29.4
"WA",2015,29.4
"MD",2015,29.4
"IL",2013,29.4
"OK",2011,29.4
"PA",2012,29.4
"MO",2015,29.4
"MN",2015,29.4
"FL",2016,29.4
"NM",2016,29.4
"KY",2016,29.4
"CA",2016,29.4
"NV",2021,29.4
"NH",2021,29.4
"ME",2021,29.4
"CO",2021,29.4
"CO",2022,29.4
"ID",2022,29.4
"MN",2022,29.4
"TN",2022,29.4
"TX",2022,29.4
"AK",2018,29.5
"AZ",2018,29.5
"VA",2016,29.5
"UT",2018,29.5
"UT",2018,29.5
"NE",2018,29.5
"MA",2018,29.5
"MS",2018,29.5
"ID",2018,29.5
"NV",2018,29.5
"OR",2018,29.5
"MD",2018,29.5
"CO",2020,29.5
"HI",2020,29.5
"WA",2016,29.5
"MD",2020,29.5
"VT",2020,29.5
"NY",2017,29.5
"OR",2017,29.5
"SD",2017,29.5
"IN",2015,29.5
"GA",2014,29.5
"NH",2014,29.5
"PA",2014,29.5
"NM",2012,29.5
"MT",2014,29.5
"NC",2012,29.5
"NH",2014,29.5
"SD",2013,29.5
"WY",2017,29.5
"MN",2013,29.5
"AZ",2017,29.5
"NH",2013,29.5
"ME",2014,29.5
"MT",2019,29.5
"PA",2014,29.5
"ID",2019,29.5
"UT",2019,29.5
"MT",2019,29.5
"IN",2019,29.5
"IA",2015,29.5
"CA",2015,29.5
"HI",2019,29.5
"NM",2014,29.5
"MI",2011,29.5
"ND",2014,29.5
"WI",2013,29.5
"AK",2011,29.5
"VT",2015,29.5
"KY",2011,29.5
"WI",2012,29.5
"AZ",2015,29.5
"GA",2011,29.5
"NM",2013,29.5
"CT",2015,29.5
"FL",2014,29.5
"WI",2012,29.5
"RI",2014,29.5
"PA",2011,29.5
"WY",2014,29.5
"NH",2013,29.5
"NC",2014,29.5
"AZ",2014,29.5
"PA",2011,29.5
"CO",2013,29.5
"NE",2014,29.5
"NJ",2014,29.5
"TX",2015,29.5
"NE",2012,29.5
"NH",2013,29.5
"IN",2011,29.5
"SD",2016,29.5
"VT",2016,29.5
"MN",2016,29.5
"SD",2016,29.5
"ME",2016,29.5
"MN",2016,29.5
"NE",2016,29.5
"NC",2021,29.5
"WA",2021,29.5
"NY",2021,29.5
"WA",2021,29.5
"NV",2021,29.5
"HI",2021,29.5
"AK",2022,29.5
"MT",2022,29.5
"NY",2022,29.5
"RI",2022,29.5
"VT",2022,29.5
"AZ",2018,29.6
"OR",2018,29.6
"GA",2018,29.6
"LA",2018,29.6
"NH",2018,29.6
"NV",2018,29.6
"SD",2018,29.6
"AK",2020,29.6
"WY",2020,29.6
"NY",2020,29.6
"AK",2020,29.6
"MA",2020,29.6
"SD",2016,29.6
"AK",2020,29.6
"SD",2020,29.6
"AK",2020,29.6
"FL",2020,29.6
"NE",2015,29.6
"FL",2017,29.6
"NH",2017,29.6
"ID",2017,29.6
"SD",2017,29.6
"WY",2017,29.6
"MO",2012,29.6
"AZ",2015,29.6
"AR",2013,29.6
"NV",2015,29.6
"WV",2011,29.6
"NV",2013,29.6
"SD",2014,29.6
"KS",2015,29.6
"RI",2015,29.6
"AZ",2011,29.6
"AK",2014,29.6
"VT",2017,29.6
"MS",2017,29.6
"NM",2012,29.6
"TX",2013,29.6
"VT",2011,29.6
"IN",2015,29.6
"NC",2019,29.6
"AK",2014,29.6
"GA",2019,29.6
"AK",2014,29.6
"OR",2011,29.6
"NC",2012,29.6
"WA",2013,29.6
"VA",2019,29.6
"UT",2019,29.6
"ID",2013,29.6
"WA",2019,29.6
"GA",2019,29.6
"MN",2019,29.6
"AZ",2013,29.6
"ID",2015,29.6
"IL",2019,29.6
"CT",2013,29.6
"NV",2019,29.6
"WA",2015,29.6
"DE",2015,29.6
"AK",2013,29.6
"NM",2011,29.6
"IA",2012,29.6
"MI",2012,29.6
"MD",2014,29.6
"NE",2013,29.6
"NM",2014,29.6
"AL",2013,29.6
"TN",2012,29.6
"TN",2014,29.6
"DE",2014,29.6
"WI",2012,29.6
"MD",2011,29.6
"NJ",2014,29.6
"OR",2015,29.6
"TX",2012,29.6
"OH",2011,29.6
"ME",2012,29.6
"KS",2011,29.6
"MO",2012,29.6
"MO",2012,29.6
"VA",2015,29.6
"KY",2011,29.6
"NC",2012,29.6
"MO",2013,29.6
"RI",2013,29.6
"GA",2011,29.6
"WY",2013,29.6
"AL",2016,29.6
"HI",2016,29.6
"NE",2016,29.6
"CA",2016,29.6
"MI",2016,29.6
"WI",2021,29.6
"NY",2021,29.6
"CA",2021,29.6
"WY",2021,29.6
"CA",2022,29.6
"HI",2022,29.6
"OH",2016,29.7
"ID",2018,29.7
"MA",2018,29.7
"FL",2016,29.7
"LA",2018,29.7
"NY",2015,29.7
"NV",2018,29.7
"IN",2018,29.7
"UT",2018,29.7
"MI",2018,29.7
"GA",2018,29.7
"NH",2020,29.7
"AK",2020,29.7
"WA",2020,29.7
"MN",2020,29.7
"NY",2020,29.7
"ME",2020,29.7
"NC",2020,29.7
"MO",2020,29.7
"WI",2020,29.7
"WY",2020,29.7
"NH",2020,29.7
"NV",2017,29.7
"RI",2017,29.7
"NV",2011,29.7
"CA",2013,29.7
"TN",2012,29.7
"FL",2011,29.7
"GA",2015,29.7
"GA",2017,29.7
"TN",2012,29.7
"ND",2012,29.7
"OR",2019,29.7
"NH",2015,29.7
"IL",2015,29.7
"HI",2019,29.7
"MS",2013,29.7
"WY",2019,29.7
"KY",2013,29.7
"VA",2019,29.7
"MN",2019,29.7
"NC",2014,29.7
"SD",2011,29.7
"OH",2015,29.7
"MI",2011,29.7
"TN",2011,29.7
"NY",2015,29.7
"MA",2012,29.7
"VA",2011,29.7
"NV",2014,29.7
"WA",2012,29.7
"KY",2014,29.7
"WA",2014,29.7
"OH",2012,29.7
"WI",2012,29.7
"MN",2014,29.7
"AK",2014,29.7
"PA",2013,29.7
"TX",2015,29.7
"PA",2013,29.7
"UT",2015,29.7
"DE",2015,29.7
"WY",2014,29.7
"VA",2015,29.7
"NY",2016,29.7
"OH",2016,29.7
"PA",2016,29.7
"CT",2016,29.7
"PA",2021,29.7
"SC",2021,29.7
"CA",2021,29.7
"OR",2021,29.7
"NJ",2021,29.7
"MI",2022,29.7
"OK",2022,29.7
"OR",2022,29.7
"MO",2018,29.8
"AK",2018,29.8
"CO",2018,29.8
"IL",2018,29.8
"NY",2016,29.8
"CT",2016,29.8
"CT",2018,29.8
"NJ",2020,29.8
"NY",2016,29.8
"AL",2011,29.8
"OR",2020,29.8
"NY",2020,29.8
"CA",2020,29.8
"OR",2020,29.8
"PA",2017,29.8
"NJ",2017,29.8
"TX",2013,29.8
"VA",2014,29.8
"WI",2013,29.8
"RI",2014,29.8
"MD",2015,29.8
"AK",2015,29.8
"AZ",2014,29.8
"ME",2013,29.8
"MA",2015,29.8
"MO",2011,29.8
"AK",2015,29.8
"MO",2017,29.8
"OH",2015,29.8
"GA",2019,29.8
"IL",2019,29.8
"WY",2019,29.8
"HI",2019,29.8
"MD",2013,29.8
"ID",2019,29.8
"SD",2014,29.8
"IA",2014,29.8
"NH",2019,29.8
"NE",2015,29.8
"NY",2019,29.8
"NE",2015,29.8
"CA",2014,29.8
"CT",2013,29.8
"MT",2019,29.8
"AZ",2019,29.8
"MN",2014,29.8
"SD",2019,29.8
"SD",2019,29.8
"NV",2019,29.8
"WI",2012,29.8
"VT",2012,29.8
"CA",2019,29.8
"TX",2019,29.8
"MO",2012,29.8
"AK",2013,29.8
"NM",2015,29.8
"ND",2014,29.8
"AR",2015,29.8
"ID",2015,29.8
"WY",2013,29.8
"MI",2013,29.8
"KS",2012,29.8
"ID",2012,29.8
"OR",2011,29.8
"NE",2011,29.8
"NY",2014,29.8
"MA",2014,29.8
"FL",2012,29.8
"DE",2013,29.8
"OR",2011,29.8
"SD",2014,29.8
"WA",2015,29.8
"MI",2015,29.8
"NY",2011,29.8
"OK",2015,29.8
"AL",2016,29.8
"GA",2016,29.8
"MT",2016,29.8
"NM",2016,29.8
"NM",2016,29.8
"GA",2016,29.8
"OR",2021,29.8
"NY",2021,29.8
"RI",2021,29.8
"GA",2021,29.8
"HI",2021,29.8
"FL",2022,29.8
"RI",2022,29.8
"VT",2022,29.8
"WI",2016,29.9
"NH",2018,29.9
"CT",2018,29.9
"OR",2018,29.9
"WA",2018,29.9
"PA",2018,29.9
"AK",2018,29.9
"NY",2020,29.9
"MT",2020,29.9
"KS",2020,29.9
"UT",2020,29.9
"NH",2020,29.9
"ME",2016,29.9
"OK",2020,29.9
"SC",2017,29.9
"ID",2017,29.9
"MA",2017,29.9
"OK",2017,29.9
"MA",2017,29.9
"MT",2011,29.9
"WA",2012,29.9
"WI",2014,29.9
"PA",2011,29.9
"MO",2012,29.9
"OK",2013,29.9
"MO",2013,29.9
"MN",2015,29.9
"MI",2015,29.9
"ND",2012,29.9
"CO",2017,29.9
"TX",2015,29.9
"ID",2017,29.9
"CT",2019,29.9
"CA",2011,29.9
"WY",2019,29.9
"NV",2014,29.9
"ID",2019,29.9
"NM",2019,29.9
"NV",2019,29.9
"NH",2015,29.9
"SD",2013,29.9
"ME",2019,29.9
"OR",2015,29.9
"ME",2014,29.9
"SD",2011,29.9
"WY",2013,29.9
"NE",2013,29.9
"NM",2014,29.9
"NV",2012,29.9
"MO",2014,29.9
"PA",2015,29.9
"DE",2013,29.9
"TX",2011,29.9
"CA",2012,29.9
"ME",2011,29.9
"AZ",2011,29.9
"ND",2014,29.9
"LA",2011,29.9
"ID",2013,29.9
"IA",2013,29.9
"KY",2014,29.9
"MD",2015,29.9
"MT",2014,29.9
"NM",2011,29.9
"OK",2013,29.9
"FL",2014,29.9
"SD",2013,29.9
"FL",2011,29.9
"RI",2011,29.9
"MI",2012,29.9
"OK",2016,29.9
"NH",2016,29.9
"ME",2016,29.9
"MD",2016,29.9
"AR",2016,29.9
"DE",2016,29.9
"NE",2016,29.9
"WI",2016,29.9
"AK",2016,29.9
"AL",2016,29.9
"AR",2021,29.9
"NM",2021,29.9
"MT",2022,29.9
"NY",2022,29.9
"OR",2022,29.9
"MD",2018,30
"MN",2018,30
"DE",2018,30
"KY",2018,30
"VA",2018,30
"MN",2018,30
"UT",2018,30
"MT",2018,30
"NH",2018,30
"CT",2020,30
"MA",2020,30
"NC",2020,30
"RI",2020,30
"ID",2020,30
"OR",2017,30
"MN",2017,30
"CT",2017,30
"IA",2012,30
"KY",2011,30
"NJ",2012,30
"NC",2012,30
"RI",2015,30
"LA",2012,30
"TX",2012,30
"WA",2015,30
"PA",2013,30
"PA",2015,30
"MI",2015,30
"WA",2011,30
"HI",2017,30
"AK",2017,30
"FL",2015,30
"NE",2011,30
"KS",2013,30
"RI",2017,30
"UT",2017,30
"WA",2017,30
"KY",2017,30
"WA",2019,30
"KS",2014,30
"ND",2011,30
"OH",2013,30
"ME",2014,30
"RI",2019,30
"UT",2014,30
"AR",2015,30
"GA",2019,30
"ID",2019,30
"NC",2019,30
"TN",2019,30
"NH",2012,30
"PA",2011,30
"ME",2015,30
"CA",2014,30
"IA",2019,30
"MD",2019,30
"NV",2015,30
"ME",2011,30
"TX",2015,30
"MA",2015,30
"NC",2015,30
"NC",2011,30
"NM",2012,30
"SD",2014,30
"ID",2011,30
"VA",2011,30
"IL",2012,30
"NC",2011,30
"OH",2013,30
"NY",2013,30
"MO",2011,30
"KS",2011,30
"VA",2012,30
"NY",2015,30
"RI",2011,30
"AR",2012,30
"ID",2014,30
"KS",2015,30
"ND",2013,30
"NH",2012,30
"TX",2011,30
"OR",2015,30
"IA",2016,30
"TX",2016,30
"NC",2016,30
"ME",2016,30
"AK",2016,30
"OR",2021,30
"LA",2021,30
"CT",2021,30
"IL",2022,30
"IL",2022,30
"MA",2022,30
"OR",2022,30
"RI",2022,30
"VA",2022,30
"VT",2022,30
"MN",2018,30.1
"SD",2018,30.1
"TN",2018,30.1
"CA",2018,30.1
"AR",2018,30.1
"IL",2018,30.1
"MD",2020,30.1
"GA",2020,30.1
"RI",2020,30.1
"WY",2020,30.1
"MT",2017,30.1
"WA",2017,30.1
"MT",2017,30.1
"VA",2017,30.1
"WA",2012,30.1
"WY",2015,30.1
"OR",2015,30.1
"ND",2013,30.1
"WI",2015,30.1
"IA",2013,30.1
"SD",2015,30.1
"AZ",2017,30.1
"RI",2012,30.1
"PA",2013,30.1
"WI",2015,30.1
"MN",2015,30.1
"OR",2013,30.1
"CT",2011,30.1
"CT",2014,30.1
"UT",2019,30.1
"SC",2019,30.1
"VT",2019,30.1
"IA",2012,30.1
"PA",2015,30.1
"MN",2019,30.1
"WY",2015,30.1
"NC",2015,30.1
"WI",2019,30.1
"MN",2019,30.1
"MA",2015,30.1
"IL",2015,30.1
"WY",2015,30.1
"OH",2012,30.1
"NE",2013,30.1
"NE",2013,30.1
"ME",2012,30.1
"SC",2013,30.1
"WI",2012,30.1
"AL",2012,30.1
"IN",2014,30.1
"ME",2015,30.1
"CA",2011,30.1
"ME",2012,30.1
"ID",2015,30.1
"DE",2012,30.1
"MS",2014,30.1
"WA",2014,30.1
"SC",2012,30.1
"ME",2013,30.1
"WY",2016,30.1
"MO",2016,30.1
"UT",2016,30.1
"VT",2016,30.1
"NM",2016,30.1
"AL",2016,30.1
"AK",2016,30.1
"KS",2021,30.1
"VA",2021,30.1
"RI",2021,30.1
"MD",2021,30.1
"TN",2021,30.1
"VT",2021,30.1
"MI",2021,30.1
"CT",2021,30.1
"MA",2021,30.1
"WY",2021,30.1
"NC",2022,30.1
"NY",2022,30.1
"NY",2022,30.1
"SC",2022,30.1
"MA",2018,30.2
"VA",2018,30.2
"AZ",2016,30.2
"ME",2018,30.2
"DE",2018,30.2
"FL",2018,30.2
"ME",2018,30.2
"WY",2018,30.2
"GA",2018,30.2
"WI",2018,30.2
"WA",2018,30.2
"IN",2018,30.2
"WY",2018,30.2
"MT",2020,30.2
"OH",2020,30.2
"ID",2020,30.2
"SD",2017,30.2
"MD",2014,30.2
"WA",2017,30.2
"MA",2017,30.2
"IL",2017,30.2
"LA",2017,30.2
"WA",2017,30.2
